"","year","month","day","water_level","stationname","lat","lon"
"71",2010,3,12,1.24754583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"72",2010,3,13,1.17326666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"73",2010,3,14,1.1394,"Naples, Gulf of Mexico","26.1317","-81.8075"
"74",2010,3,15,1.098125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"75",2010,3,16,1.05170833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"76",2010,3,17,1.10956666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"77",2010,3,18,1.10825416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"78",2010,3,19,1.14020833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"79",2010,3,20,1.16832083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"80",2010,3,21,1.23547083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"81",2010,3,22,1.17919166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"82",2010,3,23,1.12061666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"83",2010,3,24,1.08719583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"84",2010,3,25,1.16370833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"85",2010,3,26,1.20237916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"86",2010,3,27,1.13252916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"87",2010,3,28,1.2074875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"88",2010,3,29,1.20730416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"89",2010,3,30,1.0621875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"90",2010,3,31,1.03073333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"91",2010,4,1,1.03854583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"92",2010,4,2,1.10082083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"93",2010,4,3,1.12732083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"94",2010,4,4,1.12397916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"95",2010,4,5,1.10999166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"96",2010,4,6,1.12628333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"97",2010,4,7,1.18555416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"98",2010,4,8,1.21191666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"99",2010,4,9,1.18045,"Naples, Gulf of Mexico","26.1317","-81.8075"
"100",2010,4,10,1.07880833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"101",2010,4,11,1.0554375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"102",2010,4,12,1.05882083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"103",2010,4,13,1.07642916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"104",2010,4,14,1.02704583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"105",2010,4,15,1.06591666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"106",2010,4,16,1.07625416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"107",2010,4,17,1.14752083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"108",2010,4,18,1.14030416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"109",2010,4,19,1.13357083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"110",2010,4,20,1.14005833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"111",2010,4,21,1.169625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"112",2010,4,22,1.13727916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"113",2010,4,23,1.15405,"Naples, Gulf of Mexico","26.1317","-81.8075"
"114",2010,4,24,1.21214583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"115",2010,4,25,1.20505416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"116",2010,4,26,1.259775,"Naples, Gulf of Mexico","26.1317","-81.8075"
"117",2010,4,27,1.1470625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"118",2010,4,28,1.08865416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"119",2010,4,29,1.10505416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"120",2010,4,30,1.18100833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"121",2010,5,1,1.19759166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"122",2010,5,2,1.20423333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"123",2010,5,3,1.16719583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"124",2010,5,4,1.12297083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"125",2010,5,5,1.12702916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"126",2010,5,6,1.13027083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"127",2010,5,7,1.13935416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"128",2010,5,8,1.11284583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"129",2010,5,9,1.13469166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"130",2010,5,10,1.11027916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"131",2010,5,11,1.135075,"Naples, Gulf of Mexico","26.1317","-81.8075"
"132",2010,5,12,1.13005833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"133",2010,5,13,1.10855833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"134",2010,5,14,1.0884125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"135",2010,5,15,1.13707916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"136",2010,5,16,1.16675416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"137",2010,5,17,1.22127916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"138",2010,5,18,1.199225,"Naples, Gulf of Mexico","26.1317","-81.8075"
"139",2010,5,19,1.22390833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"140",2010,5,20,1.23742083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"141",2010,5,21,1.2162125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"142",2010,5,22,1.18635416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"143",2010,5,23,1.18240416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"144",2010,5,24,1.21675,"Naples, Gulf of Mexico","26.1317","-81.8075"
"145",2010,5,25,1.19715416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"146",2010,5,26,1.18090833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"147",2010,5,27,1.2252875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"148",2010,5,28,1.21418333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"149",2010,5,29,1.23632916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"150",2010,5,30,1.24132083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"151",2010,5,31,1.20364166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"152",2010,6,1,1.217225,"Naples, Gulf of Mexico","26.1317","-81.8075"
"153",2010,6,2,1.22815833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"154",2010,6,3,1.28533333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"155",2010,6,4,1.31209166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"156",2010,6,5,1.26417916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"157",2010,6,6,1.22239583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"158",2010,6,7,1.22724583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"159",2010,6,8,1.20709166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"160",2010,6,9,1.17684583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"161",2010,6,10,1.1909625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"162",2010,6,11,1.22557083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"163",2010,6,12,1.20635833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"164",2010,6,13,1.21184166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"165",2010,6,14,1.28335416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"166",2010,6,15,1.29984166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"167",2010,6,16,1.265775,"Naples, Gulf of Mexico","26.1317","-81.8075"
"168",2010,6,17,1.30102083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"169",2010,6,18,1.2614375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"170",2010,6,19,1.21111666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"171",2010,6,20,1.19295,"Naples, Gulf of Mexico","26.1317","-81.8075"
"172",2010,6,21,1.19415833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"173",2010,6,22,1.20395833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"174",2010,6,23,1.14355416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"175",2010,6,24,1.15179166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"176",2010,6,25,1.18167916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"177",2010,6,26,1.22705833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"178",2010,6,27,1.27932083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"179",2010,6,28,1.28659166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"180",2010,6,29,1.28965416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"181",2010,6,30,1.27926666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"182",2010,7,1,1.24267083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"183",2010,7,2,1.22295,"Naples, Gulf of Mexico","26.1317","-81.8075"
"184",2010,7,3,1.27925833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"185",2010,7,4,1.27224166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"186",2010,7,5,1.2549375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"187",2010,7,6,1.24705416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"188",2010,7,7,1.22204166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"189",2010,7,8,1.22515416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"190",2010,7,9,1.24552083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"191",2010,7,10,1.24394583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"192",2010,7,11,1.2429125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"193",2010,7,12,1.26519166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"194",2010,7,13,1.22857916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"195",2010,7,14,1.20490833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"196",2010,7,15,1.25776666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"197",2010,7,16,1.26859166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"198",2010,7,17,1.27085416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"199",2010,7,18,1.2833875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"200",2010,7,19,1.27924583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"201",2010,7,20,1.253175,"Naples, Gulf of Mexico","26.1317","-81.8075"
"202",2010,7,21,1.23436666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"203",2010,7,22,1.21839583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"204",2010,7,23,1.17844583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"205",2010,7,24,1.29955416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"206",2010,7,25,1.22210416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"207",2010,7,26,1.21388333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"208",2010,7,27,1.21005833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"209",2010,7,28,1.24627083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"210",2010,7,29,1.25540833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"211",2010,7,30,1.26510833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"212",2010,7,31,1.27153333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"213",2010,8,1,1.2569,"Naples, Gulf of Mexico","26.1317","-81.8075"
"214",2010,8,2,1.25911666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"215",2010,8,3,1.24670416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"216",2010,8,4,1.27699166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"217",2010,8,5,1.30593333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"218",2010,8,6,1.29202083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"219",2010,8,7,1.311,"Naples, Gulf of Mexico","26.1317","-81.8075"
"220",2010,8,8,1.30431666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"221",2010,8,9,1.34212083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"222",2010,8,10,1.43781666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"223",2010,8,11,1.42301666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"224",2010,8,12,1.31785416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"225",2010,8,13,1.3122,"Naples, Gulf of Mexico","26.1317","-81.8075"
"226",2010,8,14,1.27214166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"227",2010,8,15,1.29637916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"228",2010,8,16,1.32992916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"229",2010,8,17,1.33112083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"230",2010,8,18,1.2683375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"231",2010,8,19,1.24210416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"232",2010,8,20,1.2816375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"233",2010,8,21,1.26519583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"234",2010,8,22,1.30790833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"235",2010,8,23,1.34746666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"236",2010,8,24,1.33094583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"237",2010,8,25,1.29973333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"238",2010,8,26,1.24412083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"239",2010,8,27,1.27706666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"240",2010,8,28,1.2717125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"241",2010,8,29,1.259125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"242",2010,8,30,1.24794166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"243",2010,8,31,1.23397083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"244",2010,9,1,1.264,"Naples, Gulf of Mexico","26.1317","-81.8075"
"245",2010,9,2,1.3462875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"246",2010,9,3,1.3363,"Naples, Gulf of Mexico","26.1317","-81.8075"
"247",2010,9,4,1.36353333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"248",2010,9,5,1.35075416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"249",2010,9,6,1.3918625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"250",2010,9,7,1.38509583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"251",2010,9,8,1.38329583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"252",2010,9,9,1.40577083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"253",2010,9,10,1.38449583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"254",2010,9,11,1.3451125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"255",2010,9,12,1.3370125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"256",2010,9,13,1.3499375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"257",2010,9,14,1.327525,"Naples, Gulf of Mexico","26.1317","-81.8075"
"258",2010,9,15,1.3432875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"259",2010,9,16,1.37639166666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"260",2010,9,17,1.36007916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"261",2010,9,18,1.32544583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"262",2010,9,19,1.3183875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"263",2010,9,20,1.33650833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"264",2010,9,21,1.3154875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"265",2010,9,22,1.329775,"Naples, Gulf of Mexico","26.1317","-81.8075"
"266",2010,9,23,1.341675,"Naples, Gulf of Mexico","26.1317","-81.8075"
"267",2010,9,24,1.3256,"Naples, Gulf of Mexico","26.1317","-81.8075"
"268",2010,9,25,1.34512916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"269",2010,9,26,1.42665833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"270",2010,9,27,1.42898333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"271",2010,9,28,1.386125,"Naples, Gulf of Mexico","26.1317","-81.8075"
"272",2010,9,29,1.3991625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"273",2010,9,30,1.38500833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"274",2010,10,1,1.27884583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"275",2010,10,2,1.309225,"Naples, Gulf of Mexico","26.1317","-81.8075"
"276",2010,10,3,1.28265416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"277",2010,10,4,1.1948625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"278",2010,10,5,1.22147083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"279",2010,10,6,1.18665833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"280",2010,10,7,1.28640416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"281",2010,10,8,1.37010833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"282",2010,10,9,1.41718333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"283",2010,10,10,1.36970416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"284",2010,10,11,1.35375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"285",2010,10,12,1.30847083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"286",2010,10,13,1.33245833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"287",2010,10,14,1.28807083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"288",2010,10,15,1.253275,"Naples, Gulf of Mexico","26.1317","-81.8075"
"289",2010,10,16,1.2342,"Naples, Gulf of Mexico","26.1317","-81.8075"
"290",2010,10,17,1.27032916666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"291",2010,10,18,1.29540416666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"292",2010,10,19,1.35324583333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"293",2010,10,20,1.2053,"Naples, Gulf of Mexico","26.1317","-81.8075"
"294",2010,11,1,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"295",2010,11,2,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"296",2010,11,3,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"297",2010,11,4,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"298",2010,11,5,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"299",2010,11,6,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"300",2010,11,7,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"301",2010,11,8,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"302",2010,11,9,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"303",2010,11,10,NA,"Naples, Gulf of Mexico","26.1317","-81.8075"
"304",2010,11,11,1.26849382716049,"Naples, Gulf of Mexico","26.1317","-81.8075"
"305",2010,11,12,1.19083333333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"306",2010,11,13,1.23730833333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"307",2010,11,14,1.3140625,"Naples, Gulf of Mexico","26.1317","-81.8075"
"308",2010,11,15,1.36841666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"309",2010,11,16,1.44771666666667,"Naples, Gulf of Mexico","26.1317","-81.8075"
"310",2010,11,17,1.3878,"Naples, Gulf of Mexico","26.1317","-81.8075"
"311",2010,11,18,1.2440875,"Naples, Gulf of Mexico","26.1317","-81.8075"
"312",2010,11,19,1.1734375,"Naples, Gulf of Mexico","26.1317","-81.8075"
"313",2010,11,20,1.24277083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"314",2010,11,21,1.22485,"Naples, Gulf of Mexico","26.1317","-81.8075"
"315",2010,11,22,1.19567083333333,"Naples, Gulf of Mexico","26.1317","-81.8075"
"316",2010,11,23,1.1649,"Naples, Gulf of Mexico","26.1317","-81.8075"
